character	unicode	code_hex	native_slot_character	page	x0	y0	x1	y1	punctuation	source
颤	U+98A4	95B7	聞	4	180	195	194	209	no	ark-12px-common
园	U+56ED	95C0	並	4	225	195	239	209	no	ark-12px-common
抖	U+6296	95C2	閉	4	240	195	254	209	no	ark-12px-common
嚯	U+56AF	95C4	米	4	0	210	14	224	no	ark-12px-common
糕	U+7CD5	95CA	別	4	30	210	44	224	no	ark-12px-common
噩	U+5669	95CF	変	4	60	210	74	224	no	ark-12px-common
梦	U+68A6	95D2	編	4	90	210	104	224	no	ark-12px-common
咒	U+5492	95D3	辺	4	105	210	119	224	no	ark-12px-common
企	U+4F01	95D9	弁	4	165	210	179	224	no	ark-12px-common
语	U+8BED	95E0	歩	4	210	210	224	224	no	ark-12px-common
图	U+56FE	95E2	補	4	225	210	239	224	no	ark-12px-common
她	U+5979	95E5	募	4	240	210	254	224	no	ark-12px-common
销	U+9500	95E9	暮	4	15	225	29	239	no	ark-12px-common
匿	U+533F	95F0	呆	4	60	225	74	239	no	ark-12px-common
恨	U+6068	95F1	報	4	75	225	89	239	no	ark-12px-common
锁	U+9501	9643	砲	4	165	225	179	239	no	ark-12px-common
跨	U+8DE8	964B	訪	4	195	225	209	239	no	ark-12px-common
绩	U+7EE9	964C	豊	4	210	225	224	239	no	ark-12px-common
垒	U+5792	964F	飽	4	225	225	239	239	no	ark-12px-common
哭	U+54ED	9654	傍	4	0	240	14	254	no	ark-12px-common
旁	U+65C1	9656	坊	4	15	240	29	254	no	ark-12px-common
赖	U+8D56	965B	房	4	60	240	74	254	no	ark-12px-common
坐	U+5750	9664	謀	4	150	240	164	254	no	ark-12px-common
玛	U+739B	966C	僕	4	195	240	209	254	no	ark-12px-common
慌	U+614C	966F	撲	4	210	240	224	254	no	ark-12px-common
滚	U+6EDA	967C	翻	5	15	0	29	14	no	fusion-12px-zh_hans
获	U+83B7	967E	盆	5	30	0	44	14	no	ark-12px-common
找	U+627E	9686	昧	5	90	0	104	14	no	font-baseline
疏	U+758F	9688	毎	5	120	0	134	14	no	ark-12px-common
丢	U+4E22	9695	抹	5	165	0	179	14	no	ark-12px-common
顺	U+987A	969E	満	5	225	0	239	14	no	ark-12px-common
恶	U+6076	96A3	魅	5	15	15	29	29	no	ark-12px-common
贝	U+8D1D	96AF	民	5	45	15	59	29	no	font-baseline
塔	U+5854	96B1	務	5	75	15	89	29	no	font-baseline
习	U+4E60	96B2	夢	5	90	15	104	29	no	ark-12px-common
蒂	U+8482	96B3	無	5	105	15	119	29	no	ark-12px-common
，	U+FF0C	96B5	矛	5	120	15	134	29	yes	font-baseline
姐	U+59D0	96BA	娘	5	135	15	149	29	no	ark-12px-common
呱	U+5471	96C0	迷	5	195	15	209	29	no	ark-12px-common
导	U+5BFC	96C2	鳴	5	210	15	224	29	no	ark-12px-common
蛙	U+86D9	96C5	滅	5	225	15	239	29	no	ark-12px-common
伙	U+4F19	96D1	毛	5	0	30	14	44	no	font-baseline
惯	U+60EF	96D9	黙	5	45	30	59	44	no	ark-12px-common
踪	U+8E2A	96DF	戻	5	75	30	89	44	no	ark-12px-common
们	U+4EEC	96E1	貰	5	90	30	104	44	no	font-baseline
怀	U+6000	96E2	問	5	105	30	119	44	no	ark-12px-common
连	U+8FDE	96E5	門	5	120	30	134	44	no	font-baseline
负	U+8D1F	96EE	矢	5	165	30	179	44	no	font-baseline
预	U+9884	96F0	役	5	180	30	194	44	no	ark-12px-common
线	U+7EBF	96F1	約	5	195	30	209	44	no	ark-12px-common
患	U+60A3	96F2	薬	5	210	30	224	44	no	ark-12px-common
伤	U+4F24	96F3	訳	5	225	30	239	44	no	font-baseline
洛	U+6D1B	96F4	躍	5	240	30	254	44	no	ark-12px-common
谜	U+8C1C	9744	優	5	15	45	29	59	no	ark-12px-common
怨	U+6028	9754	裕	5	90	45	104	59	no	ark-12px-common
饺	U+997A	9755	誘	5	105	45	119	59	no	ark-12px-common
忍	U+5FCD	9756	遊	5	120	45	134	59	no	ark-12px-common
拆	U+62C6	975C	予	5	150	45	164	59	no	ark-12px-common
载	U+8F7D	9764	妖	5	195	45	209	59	no	ark-12px-common
拥	U+62E5	9767	揚	5	225	45	239	59	no	font-baseline
怕	U+6015	9768	揺	5	240	45	254	59	no	font-baseline
强	U+5F3A	976A	曜	5	0	60	14	74	no	font-baseline
掷	U+63B7	976C	様	5	15	60	29	74	no	ark-12px-common
气	U+6C14	976E	溶	5	30	60	44	74	no	font-baseline
爱	U+7231	9774	葉	5	60	60	74	74	no	ark-12px-common
历	U+5386	977A	陽	5	90	60	104	74	no	ark-12px-common
犹	U+72B9	977B	養	5	105	60	119	74	no	ark-12px-common
豫	U+8C6B	977D	抑	5	120	60	134	74	no	ark-12px-common
抓	U+6293	9782	翌	5	150	60	164	74	no	ark-12px-common
种	U+79CD	9787	裸	5	165	60	179	74	no	font-baseline
秃	U+79C3	978A	頼	5	195	60	209	74	no	ark-12px-common
肮	U+80AE	978D	絡	5	210	60	224	74	no	ark-12px-common
钧	U+94A7	9792	嵐	5	0	75	14	89	no	ark-12px-common
炮	U+70AE	97A0	裏	5	45	75	59	89	no	ark-12px-common
是	U+662F	97A3	離	5	60	75	74	89	no	font-baseline
毁	U+6BC1	97A5	律	5	75	75	89	89	no	font-baseline
掉	U+6389	97A6	率	5	90	75	104	89	no	font-baseline
两	U+4E24	97AD	溜	5	150	75	164	89	no	font-baseline
际	U+9645	97B4	龍	5	165	75	179	89	no	ark-12px-common
圆	U+5706	97B6	慮	5	180	75	194	89	no	ark-12px-common
协	U+534F	97BC	両	5	225	75	239	89	no	ark-12px-common
吓	U+5413	97C7	良	5	0	90	14	104	no	ark-12px-common
升	U+5347	97D7	隣	5	45	90	59	104	no	font-baseline
跳	U+8DF3	97DE	類	5	60	90	74	104	no	ark-12px-common
姑	U+59D1	97E1	例	5	90	90	104	104	no	ark-12px-common
缎	U+7F0E	97F0	歴	5	135	90	149	104	no	ark-12px-common
吗	U+5417	97F1	列	5	150	90	164	104	no	font-baseline
脏	U+810F	97FB	練	5	225	90	239	104	no	ark-12px-common
仑	U+4ED1	9841	連	5	240	90	254	104	no	ark-12px-common
衰	U+8870	984A	労	5	30	105	44	119	no	ark-12px-common
棘	U+68D8	9852	漏	5	75	105	89	119	no	font-baseline
也	U+4E5F	985E	録	5	150	105	164	119	no	font-baseline
铁	U+94C1	9862	話	5	180	105	194	119	no	ark-12px-common
弥	U+5F25	9866	惑	5	195	105	209	119	no	ark-12px-zh_cn
开	U+5F00	986D	藁	5	210	105	224	119	no	font-baseline
净	U+51C0	9872	腕	5	225	105	239	119	no	ark-12px-common
发	U+53D1	98A4	丶	5	240	105	254	119	no	font-baseline
巴	U+5DF4	9AD0	墟	5	0	120	14	134	no	ark-12px-common
需	U+9700	9AF8	奢	5	15	120	29	134	no	font-baseline
插	U+63D2	9BB3	峙	5	30	120	44	134	no	ark-12px-common
时	U+65F6	9CE0	憫	5	60	120	74	134	no	font-baseline
间	U+95F4	9E42	曖	5	75	120	89	134	no	font-baseline
你	U+4F60	E0CE	猥	5	90	120	104	134	no	font-baseline
斗	U+6597	E472	舐	5	135	120	149	134	no	font-baseline
把	U+628A	E581	蛛	5	150	120	164	134	no	font-baseline
什	U+4EC0	E5F6	褻	5	165	120	179	134	no	font-baseline
么	U+4E48	E690	謳	5	180	120	194	134	no	font-baseline
级	U+7EA7	E6D2	贅	5	195	120	209	134	no	font-baseline
师	U+5E08	E888	闊	5	210	120	224	134	no	ark-12px-common
药	U+836F	E94C	餃	5	240	120	254	134	no	fusion-12px-zh_hans
兴	U+5174	E951	餡	5	0	135	14	149	no	font-baseline
奋	U+594B	E981	驕	5	15	135	29	149	no	font-baseline
