priority	code_hex	native_character	page	x0	y0	x1	y1	used_in_original_jp_scripts	status	warning
9999	8F5D	従	3	15	45	29	59	yes	used_original_script	
9999	8F60	汁	3	30	45	44	59	no	reserved	
9999	8F64	重	3	45	45	59	59	yes	used_original_script	
9999	8F65	銃	3	60	45	74	59	yes	used_original_script	
9999	8F68	宿	3	75	45	89	59	no	reserved	
9999	8F6B	縮	3	90	45	104	59	no	reserved	
9999	8F6D	塾	3	105	45	119	59	yes	used_original_script	
9999	8F6E	熟	3	120	45	134	59	no	reserved	
9999	8F6F	出	3	135	45	149	59	yes	used_original_script	
9999	8F70	術	3	150	45	164	59	yes	used_original_script	
9999	8F71	述	3	165	45	179	59	no	reserved	
9999	8F75	瞬	3	180	45	194	59	yes	used_original_script	
9999	8F80	準	3	195	45	209	59	no	reserved	
9999	8F82	盾	3	210	45	224	59	no	reserved	
9999	8F83	純	3	225	45	239	59	yes	used_original_script	
9999	8F87	順	3	240	45	254	59	yes	used_original_script	
9999	8F88	処	3	0	60	14	74	no	reserved	
9999	8F89	初	3	15	60	29	74	yes	used_original_script	
9999	8F8A	所	3	30	60	44	74	yes	used_original_script	
9999	8F8B	暑	3	45	60	59	74	no	reserved	
9999	8F8F	緒	3	60	60	74	74	yes	used_original_script	
9999	8F90	署	3	75	60	89	74	no	reserved	
9999	8F91	書	3	90	60	104	74	no	reserved	
9999	8F95	助	3	105	60	119	74	yes	used_original_script	
9999	8F97	女	3	120	60	134	74	yes	used_original_script	
9999	8F99	徐	3	135	60	149	74	yes	used_original_script	
9999	8F9C	除	3	150	60	164	74	yes	used_original_script	
9999	8F9D	傷	3	165	60	179	74	yes	used_original_script	
9999	8F9F	勝	3	180	60	194	74	yes	used_original_script	
9999	8FA2	召	3	195	60	209	74	no	reserved	
9999	8FA4	商	3	210	60	224	74	no	reserved	
9999	8FAB	将	3	225	60	239	74	yes	used_original_script	
9999	8FAC	小	3	240	60	254	74	yes	used_original_script	
9999	8FAD	少	3	0	75	14	89	yes	used_original_script	
9999	8FB0	床	3	15	75	29	89	no	reserved	
9999	8FB3	承	3	30	75	44	89	no	reserved	
9999	8FB5	招	3	45	75	59	89	no	reserved	
9999	8FBB	晶	3	60	75	74	89	no	reserved	
9999	8FBC	松	3	75	75	89	89	no	reserved	
9999	8FC1	消	3	90	75	104	89	yes	used_original_script	
9999	8FC4	焼	3	105	75	119	89	no	reserved	
9999	8FC8	省	3	120	75	134	89	no	reserved	
9999	8FCD	章	3	135	75	149	89	no	reserved	
9999	8FCE	笑	3	150	75	164	89	yes	used_original_script	
9999	8FD0	紹	3	165	75	179	89	no	reserved	
9999	8FD5	衝	3	180	75	194	89	yes	used_original_script	
9999	8FD8	証	3	195	75	209	89	yes	used_original_script	
9999	8FDA	詳	3	210	75	224	89	no	reserved	
9999	8FDB	象	3	225	75	239	89	no	reserved	
9999	8FDC	賞	3	240	75	254	89	yes	used_original_script	
9999	8FE1	障	3	0	90	14	104	no	reserved	
9999	8FE3	上	3	15	90	29	104	yes	used_original_script	
9999	8FE4	丈	3	30	90	44	104	yes	used_original_script	
9999	8FE6	乗	3	45	90	59	104	yes	used_original_script	
9999	8FE7	冗	3	60	90	74	104	yes	used_original_script	
9999	8FE8	剰	3	75	90	89	104	yes	used_original_script	
9999	8FEA	場	3	90	90	104	104	yes	used_original_script	
9999	8FED	常	3	105	90	119	104	yes	used_original_script	
9999	8FEE	情	3	120	90	134	104	yes	used_original_script	
9999	8FF0	条	3	135	90	149	104	yes	used_original_script	
9999	8FF3	状	3	150	90	164	104	yes	used_original_script	
9999	8FFC	飾	3	165	90	179	104	yes	used_original_script	
9999	9041	植	3	180	90	194	104	no	reserved	
9999	9044	織	3	195	90	209	104	no	reserved	
9999	9046	色	3	210	90	224	104	yes	used_original_script	
9999	9047	触	3	225	90	239	104	no	reserved	
9999	9048	食	3	240	90	254	104	yes	used_original_script	
9999	904A	辱	3	0	105	14	119	yes	used_original_script	
9999	904C	伸	3	15	105	29	119	no	reserved	
9999	904D	信	3	30	105	44	119	yes	used_original_script	
9999	904E	侵	3	45	105	59	119	yes	used_original_script	
9999	9051	寝	3	60	105	74	119	yes	used_original_script	
9999	9052	審	3	75	105	89	119	no	reserved	
9999	9053	心	3	90	105	104	119	yes	used_original_script	
9999	9055	振	3	105	105	119	119	yes	used_original_script	
9999	9056	新	3	120	105	134	119	yes	used_original_script	
9999	9057	晋	3	135	105	149	119	no	reserved	
9999	905B	深	3	150	105	164	119	yes	used_original_script	
9999	905C	申	3	165	105	179	119	yes	used_original_script	
9999	905E	真	3	180	105	194	119	yes	used_original_script	
9999	905F	神	3	195	105	209	119	yes	used_original_script	
9999	9061	紳	3	210	105	224	119	no	reserved	
9999	9065	親	3	225	105	239	119	yes	used_original_script	
9999	9067	身	3	240	105	254	119	yes	used_original_script	
9999	9069	進	3	0	120	14	134	yes	used_original_script	
9999	906A	針	3	15	120	29	134	no	reserved	
9999	906B	震	3	30	120	44	134	yes	used_original_script	
9999	906C	人	3	45	120	59	134	yes	used_original_script	
9999	9071	尋	3	60	120	74	134	no	reserved	
9999	9077	陣	3	75	120	89	134	yes	used_original_script	
9999	907B	須	3	90	120	104	134	no	reserved	
9999	907D	図	3	105	120	119	134	yes	used_original_script	
9999	907E	厨	3	120	120	134	134	no	reserved	
9999	9081	吹	3	135	120	149	134	yes	used_original_script	
9999	9082	垂	3	150	120	164	134	no	reserved	
9999	9084	推	3	165	120	179	134	no	reserved	
9999	9085	水	3	180	120	194	134	no	reserved	
9999	9088	粋	3	195	120	209	134	yes	used_original_script	
9999	9091	髄	3	210	120	224	134	yes	used_original_script	
9999	9094	数	3	225	120	239	134	yes	used_original_script	
9999	9095	枢	3	240	120	254	134	yes	used_original_script	
9999	90A1	寸	3	0	135	14	149	yes	used_original_script	
9999	90A2	世	3	15	135	29	149	yes	used_original_script	
9999	90A7	制	3	30	135	44	149	yes	used_original_script	
9999	90A8	勢	3	45	135	59	149	yes	used_original_script	
9999	90AA	征	3	60	135	74	149	yes	used_original_script	
9999	90AB	性	3	75	135	89	149	yes	used_original_script	
9999	90AC	成	3	90	135	104	149	yes	used_original_script	
9999	90AE	整	3	105	135	119	149	no	reserved	
9999	90AF	星	3	120	135	134	149	yes	used_original_script	
9999	90B0	晴	3	135	135	149	149	yes	used_original_script	
9999	90B3	正	3	150	135	164	149	yes	used_original_script	
9999	90B5	牲	3	165	135	179	149	yes	used_original_script	
9999	90B6	生	3	180	135	194	149	yes	used_original_script	
9999	90B8	精	3	195	135	209	149	yes	used_original_script	
9999	90B9	聖	3	210	135	224	149	yes	used_original_script	
9999	90BA	声	3	225	135	239	149	yes	used_original_script	
9999	90BB	製	3	240	135	254	149	no	reserved	
9999	90BC	西	3	0	150	14	164	yes	used_original_script	
9999	90BE	誓	3	15	150	29	164	yes	used_original_script	
9999	90C0	逝	3	30	150	44	164	no	reserved	
9999	90C1	醒	3	45	150	59	164	no	reserved	
9999	90C2	青	3	60	150	74	164	yes	used_original_script	
9999	90C3	静	3	75	150	89	164	yes	used_original_script	
9999	90CC	昔	3	90	150	104	164	yes	used_original_script	
9999	90CD	析	3	105	150	119	164	no	reserved	
9999	90CE	石	3	120	150	134	164	yes	used_original_script	
9999	90CF	積	3	135	150	149	164	no	reserved	
9999	90D1	績	3	150	150	164	164	yes	used_original_script	
9999	90D3	責	3	165	150	179	164	yes	used_original_script	
9999	90D4	赤	3	180	150	194	164	yes	used_original_script	
9999	90D5	跡	3	195	150	209	164	yes	used_original_script	
9999	90D8	切	3	210	150	224	164	yes	used_original_script	
9999	90DA	接	3	225	150	239	164	yes	used_original_script	
9999	90DC	折	3	240	150	254	164	no	reserved	
9999	90DD	設	3	0	165	14	179	no	reserved	
9999	90DF	節	3	15	165	29	179	no	reserved	
9999	90E0	説	3	30	165	44	179	yes	used_original_script	
9999	90E1	雪	3	45	165	59	179	no	reserved	
9999	90E2	絶	3	60	165	74	179	yes	used_original_script	
9999	90E5	仙	3	75	165	89	179	yes	used_original_script	
9999	90E6	先	3	90	165	104	179	yes	used_original_script	
9999	90E7	千	3	105	165	119	179	yes	used_original_script	
9999	90E8	占	3	120	165	134	179	yes	used_original_script	
9999	90E9	宣	3	135	165	149	179	yes	used_original_script	
9999	90EA	専	3	150	165	164	179	yes	used_original_script	
9999	90EC	川	3	165	165	179	179	no	reserved	
9999	90ED	戦	3	180	165	194	179	yes	used_original_script	
9999	90F6	潜	3	195	165	209	179	yes	used_original_script	
9999	90FC	線	3	210	165	224	179	yes	used_original_script	
9999	9140	繊	3	225	165	239	179	yes	used_original_script	
9999	9144	船	3	240	165	254	179	yes	used_original_script	
9999	9146	詮	3	0	180	14	194	no	reserved	
9999	9148	践	3	15	180	29	194	no	reserved	
9999	9149	選	3	30	180	44	194	yes	used_original_script	
9999	914D	閃	3	45	180	59	194	yes	used_original_script	
9999	914E	鮮	3	60	180	74	194	no	reserved	
9999	914F	前	3	75	180	89	194	yes	used_original_script	
9999	9150	善	3	90	180	104	194	yes	used_original_script	
9999	9152	然	3	105	180	119	194	yes	used_original_script	
9999	9153	全	3	120	180	134	194	yes	used_original_script	
9999	9156	膳	3	135	180	149	194	no	reserved	
9999	915F	狙	3	150	180	164	194	yes	used_original_script	
9999	9162	礎	3	165	180	179	194	no	reserved	
9999	9166	素	3	180	180	194	194	yes	used_original_script	
9999	9167	組	3	195	180	209	194	yes	used_original_script	
9999	9168	蘇	3	210	180	224	194	no	reserved	
9999	916A	阻	3	225	180	239	194	yes	used_original_script	
9999	916E	創	3	240	180	254	194	no	reserved	
9999	916F	双	3	0	195	14	209	yes	used_original_script	
9999	9171	倉	3	15	195	29	209	no	reserved	
9999	9174	奏	3	30	195	44	209	no	reserved	
9999	9177	層	3	45	195	59	209	no	reserved	
9999	917A	想	3	60	195	74	209	yes	used_original_script	
9999	917C	掃	3	75	195	89	209	yes	used_original_script	
9999	9180	操	3	90	195	104	209	yes	used_original_script	
9999	9181	早	3	105	195	119	209	yes	used_original_script	
9999	9188	争	3	120	195	134	209	yes	used_original_script	
9999	918A	相	3	135	195	149	209	yes	used_original_script	
9999	918D	総	3	150	195	164	209	no	reserved	
9999	9195	装	3	165	195	179	209	yes	used_original_script	
9999	9196	走	3	180	195	194	209	yes	used_original_script	
9999	9197	送	3	195	195	209	209	yes	used_original_script	
9999	919B	騒	3	210	195	224	209	yes	used_original_script	
9999	919C	像	3	225	195	239	209	yes	used_original_script	
9999	919D	増	3	240	195	254	209	yes	used_original_script	
9999	919E	憎	3	0	210	14	224	no	reserved	
9999	919F	臓	3	15	210	29	224	yes	used_original_script	
9999	91A2	造	3	30	210	44	224	yes	used_original_script	
9999	91A4	側	3	45	210	59	224	no	reserved	
9999	91A7	息	3	60	210	74	224	yes	used_original_script	
9999	91A8	捉	3	75	210	89	224	no	reserved	
9999	91A9	束	3	90	210	104	224	yes	used_original_script	
9999	91AA	測	3	105	210	119	224	no	reserved	
9999	91AB	足	3	120	210	134	224	yes	used_original_script	
9999	91AC	速	3	135	210	149	224	yes	used_original_script	
9999	91AE	属	3	150	210	164	224	no	reserved	
9999	91B0	族	3	165	210	179	224	yes	used_original_script	
9999	91B1	続	3	180	210	194	224	yes	used_original_script	
9999	91B6	存	3	195	210	209	224	yes	used_original_script	
9999	91B7	孫	3	210	210	224	224	yes	used_original_script	
9999	91B8	尊	3	225	210	239	224	yes	used_original_script	
9999	91B9	損	3	240	210	254	224	yes	used_original_script	
9999	91BA	村	3	0	225	14	239	no	reserved	
9999	91BC	他	3	15	225	29	239	yes	used_original_script	
9999	91BD	多	3	30	225	44	239	yes	used_original_script	
9999	91BE	太	3	45	225	59	239	yes	used_original_script	
9999	91C5	打	3	60	225	74	239	yes	used_original_script	
9999	91CA	駄	3	75	225	89	239	no	reserved	
9999	91CC	体	3	90	225	104	239	yes	used_original_script	
9999	91CE	対	3	105	225	119	239	yes	used_original_script	
9999	91CF	耐	3	120	225	134	239	yes	used_original_script	
9999	91D1	帯	3	135	225	149	239	no	reserved	
9999	91D2	待	3	150	225	164	239	yes	used_original_script	
9999	91D4	態	3	165	225	179	239	yes	used_original_script	
9999	91D6	替	3	180	225	194	239	no	reserved	
9999	91DD	貸	3	195	225	209	239	yes	used_original_script	
9999	91DE	退	3	210	225	224	239	yes	used_original_script	
9999	91DF	逮	3	225	225	239	239	no	reserved	
9999	91E0	隊	3	240	225	254	239	yes	used_original_script	
9999	91E3	代	3	0	240	14	254	yes	used_original_script	
9999	91E4	台	3	15	240	29	254	no	reserved	
9999	91E5	大	3	30	240	44	254	yes	used_original_script	
9999	91E6	第	3	45	240	59	254	yes	used_original_script	
9999	91E8	題	3	60	240	74	254	yes	used_original_script	
9999	91EE	宅	3	75	240	89	254	yes	used_original_script	
9999	91F0	択	3	90	240	104	254	no	reserved	
9999	91F2	沢	3	105	240	119	254	no	reserved	
9999	9240	叩	3	120	240	134	254	yes	used_original_script	
9999	9242	達	3	135	240	149	254	yes	used_original_script	
9999	9244	奪	3	150	240	164	254	yes	used_original_script	
9999	9245	脱	3	165	240	179	254	yes	used_original_script	
9999	924E	誰	3	180	240	194	254	yes	used_original_script	
9999	9250	単	3	195	240	209	254	yes	used_original_script	
9999	9253	担	3	210	240	224	254	no	reserved	
9999	9254	探	3	225	240	239	254	yes	used_original_script	
9999	9255	旦	3	240	240	254	254	no	reserved	
9999	925A	短	4	0	0	14	14	no	custom_baseline	
9999	925B	端	4	15	0	29	14	no	reserved	
9999	9261	誕	4	30	0	44	14	yes	used_original_script	
9999	9262	鍛	4	45	0	59	14	no	reserved	
9999	9263	団	4	60	0	74	14	yes	used_original_script	
9999	9265	弾	4	75	0	89	14	yes	used_original_script	
9999	9266	断	4	90	0	104	14	yes	used_original_script	
9999	9269	段	4	105	0	119	14	yes	used_original_script	
9999	926A	男	4	120	0	134	14	yes	used_original_script	
9999	926B	談	4	135	0	149	14	yes	used_original_script	
9999	926C	値	4	150	0	164	14	no	reserved	
9999	926D	知	4	165	0	179	14	yes	used_original_script	
9999	926E	地	4	180	0	194	14	yes	used_original_script	
9999	9270	恥	4	195	0	209	14	no	reserved	
9999	9273	痴	4	210	0	224	14	no	reserved	
9999	9275	置	4	225	0	239	14	yes	used_original_script	
9999	9276	致	4	240	0	254	14	no	reserved	
9999	9277	蜘	4	0	15	14	29	no	reserved	
9999	9278	遅	4	15	15	29	29	yes	used_original_script	
9999	927A	築	4	30	15	44	29	yes	used_original_script	
9999	9283	茶	4	45	15	59	29	no	reserved	
9999	9285	着	4	60	15	74	29	yes	used_original_script	
9999	9286	中	4	75	15	89	29	yes	used_original_script	
9999	9287	仲	4	90	15	104	29	yes	used_original_script	
9999	9288	宙	4	105	15	119	29	yes	used_original_script	
9999	928B	昼	4	120	15	134	29	no	reserved	
9999	928D	注	4	135	15	149	29	yes	used_original_script	
9999	928E	虫	4	150	15	164	29	yes	used_original_script	
9999	9296	猪	4	165	15	179	29	no	reserved	
9999	9298	著	4	180	15	194	29	no	reserved	
9999	92A1	庁	4	195	15	209	29	no	reserved	
9999	92A3	張	4	210	15	224	29	no	reserved	
9999	92A6	懲	4	225	15	239	29	no	reserved	
9999	92A7	挑	4	240	15	254	29	yes	used_original_script	
9999	92A9	朝	4	0	30	14	44	no	reserved	
9999	92AA	潮	4	15	30	29	44	yes	used_original_script	
9999	92AC	町	4	30	30	44	44	yes	used_original_script	
9999	92AE	聴	4	45	30	59	44	no	reserved	
9999	92B2	調	4	60	30	74	44	yes	used_original_script	
9999	92B4	超	4	75	30	89	44	yes	used_original_script	
9999	92B7	長	4	90	30	104	44	yes	used_original_script	
9999	92B9	鳥	4	105	30	119	44	no	reserved	
9999	92BC	直	4	120	30	134	44	yes	used_original_script	
9999	92C3	津	4	135	30	149	44	yes	used_original_script	
9999	92C7	追	4	150	30	164	44	yes	used_original_script	
9999	92C9	痛	4	165	30	179	44	yes	used_original_script	
9999	92CA	通	4	180	30	194	44	yes	used_original_script	
9999	92CB	塚	4	195	30	209	44	no	reserved	
9999	92DE	釣	4	210	30	224	44	no	reserved	
9999	92E1	低	4	225	30	239	44	no	reserved	
9999	92E2	停	4	240	30	254	44	yes	used_original_script	
9999	92E8	定	4	0	45	14	59	yes	used_original_script	
9999	92E9	帝	4	15	45	29	59	yes	used_original_script	
9999	92EA	底	4	30	45	44	59	yes	used_original_script	
9999	92ED	弟	4	45	45	59	59	yes	used_original_script	
9999	92EF	抵	4	60	45	74	59	yes	used_original_script	
9999	92F1	提	4	75	45	89	59	yes	used_original_script	
9999	92F6	程	4	90	45	104	59	yes	used_original_script	
9999	9345	摘	4	105	45	119	59	no	reserved	
9999	9347	敵	4	120	45	134	59	yes	used_original_script	
9999	9349	的	4	135	45	149	59	yes	used_original_script	
9999	934B	適	4	150	45	164	59	no	reserved	
9999	934F	徹	4	165	45	179	59	no	reserved	
9999	9350	撤	4	180	45	194	59	yes	used_original_script	
9999	9353	鉄	4	195	45	209	59	no	reserved	
9999	9356	天	4	210	45	224	59	yes	used_original_script	
9999	9357	展	4	225	45	239	59	no	reserved	
9999	9358	店	4	240	45	254	59	no	reserved	
9999	935C	貼	4	0	60	14	74	no	reserved	
9999	935D	転	4	15	60	29	74	no	reserved	
9999	935F	点	4	30	60	44	74	yes	used_original_script	
9999	9360	伝	4	45	60	59	74	yes	used_original_script	
9999	9361	殿	4	60	60	74	74	yes	used_original_script	
9999	9363	田	4	75	60	89	74	no	reserved	
9999	9364	電	4	90	60	104	74	no	reserved	
9999	9366	吐	4	105	60	119	74	yes	used_original_script	
9999	936B	徒	4	120	60	134	74	no	reserved	
9999	936E	渡	4	135	60	149	74	yes	used_original_script	
9999	936F	登	4	150	60	164	74	yes	used_original_script	
9999	9372	途	4	165	60	179	74	yes	used_original_script	
9999	9373	都	4	180	60	194	74	yes	used_original_script	
9999	9377	努	4	195	60	209	74	yes	used_original_script	
9999	9378	度	4	210	60	224	74	yes	used_original_script	
9999	9379	土	4	225	60	239	74	no	reserved	
9999	937A	奴	4	240	60	254	74	yes	used_original_script	
9999	937B	怒	4	0	75	14	89	yes	used_original_script	
9999	937C	倒	4	15	75	29	89	yes	used_original_script	
9999	9381	刀	4	30	75	44	89	yes	used_original_script	
9999	9385	套	4	45	75	59	89	no	reserved	
9999	9386	宕	4	60	75	74	89	no	reserved	
9999	9387	島	4	75	75	89	89	yes	used_original_script	
9999	938A	投	4	90	75	104	89	yes	used_original_script	
9999	938B	搭	4	105	75	119	89	no	reserved	
9999	938C	東	4	120	75	134	89	yes	used_original_script	
9999	9390	盗	4	135	75	149	89	no	reserved	
9999	9396	当	4	150	75	164	89	yes	used_original_script	
9999	9399	等	4	165	75	179	89	yes	used_original_script	
9999	939A	答	4	180	75	194	89	yes	used_original_script	
9999	939D	統	4	195	75	209	89	no	reserved	
9999	939E	到	4	210	75	224	89	yes	used_original_script	
9999	93A2	討	4	225	75	239	89	yes	used_original_script	
9999	93A4	豆	4	240	75	254	89	yes	used_original_script	
9999	93A6	逃	4	0	90	14	104	yes	used_original_script	
9999	93A7	透	4	15	90	29	104	no	reserved	
9999	93AA	頭	4	30	90	44	104	yes	used_original_script	
9999	93AC	闘	4	45	90	59	104	yes	used_original_script	
9999	93AD	働	4	60	90	74	104	yes	used_original_script	
9999	93AE	動	4	75	90	89	104	yes	used_original_script	
9999	93AF	同	4	90	90	104	104	yes	used_original_script	
9999	93B0	堂	4	105	90	119	104	no	reserved	
9999	93B1	導	4	120	90	134	104	yes	used_original_script	
9999	93B9	道	4	135	90	149	104	yes	used_original_script	
9999	93BE	得	4	150	90	164	104	yes	used_original_script	
9999	93C1	特	4	165	90	179	104	yes	used_original_script	
9999	93C6	独	4	180	90	194	104	yes	used_original_script	
9999	93C7	読	4	195	90	209	104	no	reserved	
9999	93CA	凸	4	210	90	224	104	no	reserved	
9999	93CB	突	4	225	90	239	104	yes	used_original_script	
9999	93CD	届	4	240	90	254	104	yes	used_original_script	
9999	93D8	豚	4	0	105	14	119	no	reserved	
9999	93DE	奈	4	15	105	29	119	no	reserved	
9999	93E0	内	4	30	105	44	119	yes	used_original_script	
9999	93E4	謎	4	45	105	59	119	yes	used_original_script	
9999	93EF	難	4	60	105	74	119	yes	used_original_script	
9999	93F1	二	4	75	105	89	119	yes	used_original_script	
9999	93F7	肉	4	90	105	104	119	yes	used_original_script	
9999	93FA	日	4	105	105	119	119	yes	used_original_script	
9999	93FC	入	4	120	105	134	119	yes	used_original_script	
9999	9443	任	4	135	105	149	119	yes	used_original_script	
9999	9446	認	4	150	105	164	119	yes	used_original_script	
9999	944C	猫	4	165	105	179	119	no	reserved	
9999	944E	年	4	180	105	194	119	yes	used_original_script	
9999	944F	念	4	195	105	209	119	yes	used_original_script	
9999	9453	粘	4	210	105	224	119	no	reserved	
9999	9459	悩	4	225	105	239	119	yes	used_original_script	
9999	945A	濃	4	240	105	254	119	no	reserved	
9999	945B	納	4	0	120	14	134	yes	used_original_script	
9999	945C	能	4	15	120	29	134	yes	used_original_script	
9999	945D	脳	4	30	120	44	134	yes	used_original_script	
9999	9467	波	4	45	120	59	134	yes	used_original_script	
9999	9468	派	4	60	120	74	134	yes	used_original_script	
9999	946A	破	4	75	120	89	134	yes	used_original_script	
9999	946E	馬	4	90	120	104	134	no	reserved	
9999	9470	廃	4	105	120	119	134	no	reserved	
9999	9473	敗	4	120	120	134	134	yes	used_original_script	
9999	9474	杯	4	135	120	149	134	no	reserved	
9999	9477	背	4	150	120	164	134	yes	used_original_script	
9999	9479	輩	4	165	120	179	134	no	reserved	
9999	947A	配	4	180	120	194	134	yes	used_original_script	
9999	947B	倍	4	195	120	209	134	yes	used_original_script	
9999	9483	買	4	210	120	224	134	yes	used_original_script	
9999	9484	売	4	225	120	239	134	yes	used_original_script	
9999	9492	白	4	240	120	254	134	no	reserved	
9999	9496	薄	4	0	135	14	149	yes	used_original_script	
9999	9499	漠	4	15	135	29	149	no	reserved	
9999	949A	爆	4	30	135	44	149	yes	used_original_script	
9999	94AA	八	4	45	135	59	149	no	reserved	
9999	94AD	発	4	60	135	74	149	yes	used_original_script	
9999	94AF	髪	4	75	135	89	149	yes	used_original_script	
9999	94B1	罰	4	90	135	104	149	no	reserved	
9999	94B2	抜	4	105	135	119	149	yes	used_original_script	
9999	94BB	判	4	120	135	134	149	no	reserved	
9999	94BC	半	4	135	135	149	149	yes	used_original_script	
9999	94BD	反	4	150	135	164	149	yes	used_original_script	
9999	94C0	搬	4	165	135	179	149	no	reserved	
9999	94C2	板	4	180	135	194	149	no	reserved	
9999	94C5	版	4	195	135	209	149	no	reserved	
9999	94C6	犯	4	210	135	224	149	no	reserved	
9999	94CA	般	4	225	135	239	149	no	reserved	
9999	94CC	販	4	240	135	254	149	no	reserved	
9999	94CD	範	4	0	150	14	164	no	reserved	
9999	94D1	飯	4	15	150	29	164	yes	used_original_script	
9999	94D4	番	4	30	150	44	164	yes	used_original_script	
9999	94DE	彼	4	45	150	59	164	yes	used_original_script	
9999	94DF	悲	4	60	150	74	164	yes	used_original_script	
9999	94E0	扉	4	75	150	89	164	yes	used_original_script	
9999	94E1	批	4	90	150	104	164	no	reserved	
9999	94E4	比	4	105	150	119	164	no	reserved	
9999	94E6	疲	4	120	150	134	164	no	reserved	
9999	94ED	被	4	135	150	149	164	no	reserved	
9999	94EF	費	4	150	150	164	164	yes	used_original_script	
9999	94F1	非	4	165	150	179	164	no	reserved	
9999	94F2	飛	4	180	150	194	164	yes	used_original_script	
9999	94F5	備	4	195	150	209	164	yes	used_original_script	
9999	94F6	尾	4	210	150	224	164	no	reserved	
9999	94F7	微	4	225	150	239	164	yes	used_original_script	
9999	94FC	美	4	240	150	254	164	yes	used_original_script	
9999	9541	柊	4	0	165	14	179	no	reserved	
9999	9543	匹	4	15	165	29	179	yes	used_original_script	
9999	954B	必	4	30	165	44	179	yes	used_original_script	
9999	9553	百	4	45	165	59	179	no	reserved	
9999	9557	標	4	60	165	74	179	yes	used_original_script	
9999	9558	氷	4	75	165	89	179	yes	used_original_script	
9999	955B	票	4	90	165	104	179	no	reserved	
9999	955C	表	4	105	165	119	179	no	reserved	
9999	9560	描	4	120	165	134	179	no	reserved	
9999	9561	病	4	135	165	149	179	yes	used_original_script	
9999	9562	秒	4	150	165	164	179	no	reserved	
9999	9569	品	4	165	165	179	179	no	reserved	
9999	9571	敏	4	180	165	194	179	no	reserved	
9999	9573	不	4	195	165	209	179	yes	used_original_script	
9999	9574	付	4	210	165	224	179	no	reserved	
9999	9576	夫	4	225	165	239	179	yes	used_original_script	
9999	9577	婦	4	240	165	254	179	no	reserved	
9999	9578	富	4	0	180	14	194	no	reserved	
9999	957A	布	4	15	180	29	194	no	reserved	
9999	957C	怖	4	30	180	44	194	yes	used_original_script	
9999	957E	敷	4	45	180	59	194	yes	used_original_script	
9999	9581	普	4	60	180	74	194	yes	used_original_script	
9999	9582	浮	4	75	180	89	194	yes	used_original_script	
9999	9583	父	4	90	180	104	194	yes	used_original_script	
9999	9589	負	4	105	180	119	194	yes	used_original_script	
9999	958E	侮	4	120	180	134	194	no	reserved	
9999	9590	武	4	135	180	149	194	yes	used_original_script	
9999	9591	舞	4	150	180	164	194	yes	used_original_script	
9999	9594	部	4	165	180	179	194	yes	used_original_script	
9999	9595	封	4	180	180	194	194	yes	used_original_script	
9999	9597	風	4	195	180	209	194	yes	used_original_script	
9999	959A	伏	4	210	180	224	194	yes	used_original_script	
9999	959B	副	4	225	180	239	194	no	reserved	
9999	959C	復	4	240	180	254	194	yes	used_original_script	
9999	959D	幅	4	0	195	14	209	yes	used_original_script	
9999	959E	服	4	15	195	29	209	yes	used_original_script	
9999	95A0	腹	4	30	195	44	209	yes	used_original_script	
9999	95A1	複	4	45	195	59	209	no	reserved	
9999	95A5	払	4	60	195	74	209	yes	used_original_script	
9999	95A7	仏	4	75	195	89	209	no	reserved	
9999	95A8	物	4	90	195	104	209	yes	used_original_script	
9999	95AA	分	4	105	195	119	209	yes	used_original_script	
9999	95B1	奮	4	120	195	134	209	yes	used_original_script	
9999	95B3	糞	4	135	195	149	209	no	reserved	
9999	95B5	雰	4	150	195	164	209	yes	used_original_script	
9999	95B6	文	4	165	195	179	209	yes	used_original_script	
9999	95B7	聞	4	180	195	194	209	yes	used_original_script	
9999	95BA	兵	4	195	195	209	209	yes	used_original_script	
9999	95BD	平	4	210	195	224	209	yes	used_original_script	
9999	95C0	並	4	225	195	239	209	no	reserved	
9999	95C2	閉	4	240	195	254	209	yes	used_original_script	
9999	95C4	米	4	0	210	14	224	no	reserved	
9999	95C7	壁	4	15	210	29	224	yes	used_original_script	
9999	95CA	別	4	30	210	44	224	yes	used_original_script	
9999	95CE	偏	4	45	210	59	224	no	reserved	
9999	95CF	変	4	60	210	74	224	yes	used_original_script	
9999	95D0	片	4	75	210	89	224	no	reserved	
9999	95D2	編	4	90	210	104	224	no	reserved	
9999	95D3	辺	4	105	210	119	224	no	reserved	
9999	95D4	返	4	120	210	134	224	yes	used_original_script	
9999	95D6	便	4	135	210	149	224	no	reserved	
9999	95D7	勉	4	150	210	164	224	no	reserved	
9999	95D9	弁	4	165	210	179	224	no	reserved	
9999	95DB	保	4	180	210	194	224	yes	used_original_script	
9999	95DF	捕	4	195	210	209	224	no	reserved	
9999	95E0	歩	4	210	210	224	224	yes	used_original_script	
9999	95E2	補	4	225	210	239	224	no	reserved	
9999	95E5	募	4	240	210	254	224	no	reserved	
9999	95E6	墓	4	0	225	14	239	yes	used_original_script	
9999	95E9	暮	4	15	225	29	239	yes	used_original_script	
9999	95EA	母	4	30	225	44	239	yes	used_original_script	
9999	95EF	包	4	45	225	59	239	no	reserved	
9999	95F0	呆	4	60	225	74	239	no	reserved	
9999	95F1	報	4	75	225	89	239	yes	used_original_script	
