index	arm9_relative_offset	page	code_hex	native_character	x0	y0	x1	y1	width	height
965	000CB6B4	3	8EFC	周	75	30	89	44	15	15
966	000CB6C0	3	8F43	修	90	30	104	44	15	15
967	000CB6CC	3	8F47	秀	105	30	119	44	15	15
968	000CB6D8	3	8F48	秋	120	30	134	44	15	15
969	000CB6E4	3	8F49	終	135	30	149	44	15	15
970	000CB6F0	3	8F4B	習	150	30	164	44	15	15
971	000CB6FC	3	8F4C	臭	165	30	179	44	15	15
972	000CB708	3	8F50	襲	180	30	194	44	15	15
973	000CB714	3	8F51	讐	195	30	209	44	15	15
974	000CB720	3	8F54	週	210	30	224	44	15	15
975	000CB72C	3	8F57	集	225	30	239	44	15	15
976	000CB738	3	8F5A	住	240	30	254	44	15	15
977	000CB744	3	8F5C	十	0	45	14	59	15	15
978	000CB750	3	8F5D	従	15	45	29	59	15	15
979	000CB75C	3	8F60	汁	30	45	44	59	15	15
980	000CB768	3	8F64	重	45	45	59	59	15	15
981	000CB774	3	8F65	銃	60	45	74	59	15	15
982	000CB780	3	8F68	宿	75	45	89	59	15	15
983	000CB78C	3	8F6B	縮	90	45	104	59	15	15
984	000CB798	3	8F6D	塾	105	45	119	59	15	15
985	000CB7A4	3	8F6E	熟	120	45	134	59	15	15
986	000CB7B0	3	8F6F	出	135	45	149	59	15	15
987	000CB7BC	3	8F70	術	150	45	164	59	15	15
988	000CB7C8	3	8F71	述	165	45	179	59	15	15
989	000CB7D4	3	8F75	瞬	180	45	194	59	15	15
990	000CB7E0	3	8F80	準	195	45	209	59	15	15
991	000CB7EC	3	8F82	盾	210	45	224	59	15	15
992	000CB7F8	3	8F83	純	225	45	239	59	15	15
993	000CB804	3	8F87	順	240	45	254	59	15	15
994	000CB810	3	8F88	処	0	60	14	74	15	15
995	000CB81C	3	8F89	初	15	60	29	74	15	15
996	000CB828	3	8F8A	所	30	60	44	74	15	15
997	000CB834	3	8F8B	暑	45	60	59	74	15	15
998	000CB840	3	8F8F	緒	60	60	74	74	15	15
999	000CB84C	3	8F90	署	75	60	89	74	15	15
1000	000CB858	3	8F91	書	90	60	104	74	15	15
1001	000CB864	3	8F95	助	105	60	119	74	15	15
1002	000CB870	3	8F97	女	120	60	134	74	15	15
1003	000CB87C	3	8F99	徐	135	60	149	74	15	15
1004	000CB888	3	8F9C	除	150	60	164	74	15	15
1005	000CB894	3	8F9D	傷	165	60	179	74	15	15
1006	000CB8A0	3	8F9F	勝	180	60	194	74	15	15
1007	000CB8AC	3	8FA2	召	195	60	209	74	15	15
1008	000CB8B8	3	8FA4	商	210	60	224	74	15	15
1009	000CB8C4	3	8FAB	将	225	60	239	74	15	15
1010	000CB8D0	3	8FAC	小	240	60	254	74	15	15
1011	000CB8DC	3	8FAD	少	0	75	14	89	15	15
1012	000CB8E8	3	8FB0	床	15	75	29	89	15	15
1013	000CB8F4	3	8FB3	承	30	75	44	89	15	15
1014	000CB900	3	8FB5	招	45	75	59	89	15	15
1015	000CB90C	3	8FBB	晶	60	75	74	89	15	15
1016	000CB918	3	8FBC	松	75	75	89	89	15	15
1017	000CB924	3	8FC1	消	90	75	104	89	15	15
1018	000CB930	3	8FC4	焼	105	75	119	89	15	15
1019	000CB93C	3	8FC8	省	120	75	134	89	15	15
1020	000CB948	3	8FCD	章	135	75	149	89	15	15
1021	000CB954	3	8FCE	笑	150	75	164	89	15	15
1022	000CB960	3	8FD0	紹	165	75	179	89	15	15
1023	000CB96C	3	8FD5	衝	180	75	194	89	15	15
1024	000CB978	3	8FD8	証	195	75	209	89	15	15
1025	000CB984	3	8FDA	詳	210	75	224	89	15	15
1026	000CB990	3	8FDB	象	225	75	239	89	15	15
1027	000CB99C	3	8FDC	賞	240	75	254	89	15	15
1028	000CB9A8	3	8FE1	障	0	90	14	104	15	15
1029	000CB9B4	3	8FE3	上	15	90	29	104	15	15
1030	000CB9C0	3	8FE4	丈	30	90	44	104	15	15
1031	000CB9CC	3	8FE6	乗	45	90	59	104	15	15
1032	000CB9D8	3	8FE7	冗	60	90	74	104	15	15
1033	000CB9E4	3	8FE8	剰	75	90	89	104	15	15
1034	000CB9F0	3	8FEA	場	90	90	104	104	15	15
1035	000CB9FC	3	8FED	常	105	90	119	104	15	15
1036	000CBA08	3	8FEE	情	120	90	134	104	15	15
1037	000CBA14	3	8FF0	条	135	90	149	104	15	15
1038	000CBA20	3	8FF3	状	150	90	164	104	15	15
1039	000CBA2C	3	8FFC	飾	165	90	179	104	15	15
1040	000CBA38	3	9041	植	180	90	194	104	15	15
1041	000CBA44	3	9044	織	195	90	209	104	15	15
1042	000CBA50	3	9046	色	210	90	224	104	15	15
1043	000CBA5C	3	9047	触	225	90	239	104	15	15
1044	000CBA68	3	9048	食	240	90	254	104	15	15
1045	000CBA74	3	904A	辱	0	105	14	119	15	15
1046	000CBA80	3	904C	伸	15	105	29	119	15	15
1047	000CBA8C	3	904D	信	30	105	44	119	15	15
1048	000CBA98	3	904E	侵	45	105	59	119	15	15
1049	000CBAA4	3	9051	寝	60	105	74	119	15	15
1050	000CBAB0	3	9052	審	75	105	89	119	15	15
1051	000CBABC	3	9053	心	90	105	104	119	15	15
1052	000CBAC8	3	9055	振	105	105	119	119	15	15
1053	000CBAD4	3	9056	新	120	105	134	119	15	15
1054	000CBAE0	3	9057	晋	135	105	149	119	15	15
1055	000CBAEC	3	905B	深	150	105	164	119	15	15
1056	000CBAF8	3	905C	申	165	105	179	119	15	15
1057	000CBB04	3	905E	真	180	105	194	119	15	15
1058	000CBB10	3	905F	神	195	105	209	119	15	15
1059	000CBB1C	3	9061	紳	210	105	224	119	15	15
1060	000CBB28	3	9065	親	225	105	239	119	15	15
1061	000CBB34	3	9067	身	240	105	254	119	15	15
1062	000CBB40	3	9069	進	0	120	14	134	15	15
1063	000CBB4C	3	906A	針	15	120	29	134	15	15
1064	000CBB58	3	906B	震	30	120	44	134	15	15
1065	000CBB64	3	906C	人	45	120	59	134	15	15
1066	000CBB70	3	9071	尋	60	120	74	134	15	15
1067	000CBB7C	3	9077	陣	75	120	89	134	15	15
1068	000CBB88	3	907B	須	90	120	104	134	15	15
1069	000CBB94	3	907D	図	105	120	119	134	15	15
1070	000CBBA0	3	907E	厨	120	120	134	134	15	15
1071	000CBBAC	3	9081	吹	135	120	149	134	15	15
1072	000CBBB8	3	9082	垂	150	120	164	134	15	15
1073	000CBBC4	3	9084	推	165	120	179	134	15	15
1074	000CBBD0	3	9085	水	180	120	194	134	15	15
1075	000CBBDC	3	9088	粋	195	120	209	134	15	15
1076	000CBBE8	3	9091	髄	210	120	224	134	15	15
1077	000CBBF4	3	9094	数	225	120	239	134	15	15
1078	000CBC00	3	9095	枢	240	120	254	134	15	15
1079	000CBC0C	3	90A1	寸	0	135	14	149	15	15
1080	000CBC18	3	90A2	世	15	135	29	149	15	15
1081	000CBC24	3	90A7	制	30	135	44	149	15	15
1082	000CBC30	3	90A8	勢	45	135	59	149	15	15
1083	000CBC3C	3	90AA	征	60	135	74	149	15	15
1084	000CBC48	3	90AB	性	75	135	89	149	15	15
1085	000CBC54	3	90AC	成	90	135	104	149	15	15
1086	000CBC60	3	90AE	整	105	135	119	149	15	15
1087	000CBC6C	3	90AF	星	120	135	134	149	15	15
1088	000CBC78	3	90B0	晴	135	135	149	149	15	15
1089	000CBC84	3	90B3	正	150	135	164	149	15	15
1090	000CBC90	3	90B5	牲	165	135	179	149	15	15
1091	000CBC9C	3	90B6	生	180	135	194	149	15	15
1092	000CBCA8	3	90B8	精	195	135	209	149	15	15
1093	000CBCB4	3	90B9	聖	210	135	224	149	15	15
1094	000CBCC0	3	90BA	声	225	135	239	149	15	15
1095	000CBCCC	3	90BB	製	240	135	254	149	15	15
1096	000CBCD8	3	90BC	西	0	150	14	164	15	15
1097	000CBCE4	3	90BE	誓	15	150	29	164	15	15
1098	000CBCF0	3	90C0	逝	30	150	44	164	15	15
1099	000CBCFC	3	90C1	醒	45	150	59	164	15	15
1100	000CBD08	3	90C2	青	60	150	74	164	15	15
1101	000CBD14	3	90C3	静	75	150	89	164	15	15
1102	000CBD20	3	90CC	昔	90	150	104	164	15	15
1103	000CBD2C	3	90CD	析	105	150	119	164	15	15
1104	000CBD38	3	90CE	石	120	150	134	164	15	15
1105	000CBD44	3	90CF	積	135	150	149	164	15	15
1106	000CBD50	3	90D1	績	150	150	164	164	15	15
1107	000CBD5C	3	90D3	責	165	150	179	164	15	15
1108	000CBD68	3	90D4	赤	180	150	194	164	15	15
1109	000CBD74	3	90D5	跡	195	150	209	164	15	15
1110	000CBD80	3	90D8	切	210	150	224	164	15	15
1111	000CBD8C	3	90DA	接	225	150	239	164	15	15
1112	000CBD98	3	90DC	折	240	150	254	164	15	15
1113	000CBDA4	3	90DD	設	0	165	14	179	15	15
1114	000CBDB0	3	90DF	節	15	165	29	179	15	15
1115	000CBDBC	3	90E0	説	30	165	44	179	15	15
1116	000CBDC8	3	90E1	雪	45	165	59	179	15	15
1117	000CBDD4	3	90E2	絶	60	165	74	179	15	15
1118	000CBDE0	3	90E5	仙	75	165	89	179	15	15
1119	000CBDEC	3	90E6	先	90	165	104	179	15	15
1120	000CBDF8	3	90E7	千	105	165	119	179	15	15
1121	000CBE04	3	90E8	占	120	165	134	179	15	15
1122	000CBE10	3	90E9	宣	135	165	149	179	15	15
1123	000CBE1C	3	90EA	専	150	165	164	179	15	15
1124	000CBE28	3	90EC	川	165	165	179	179	15	15
1125	000CBE34	3	90ED	戦	180	165	194	179	15	15
1126	000CBE40	3	90F6	潜	195	165	209	179	15	15
1127	000CBE4C	3	90FC	線	210	165	224	179	15	15
1128	000CBE58	3	9140	繊	225	165	239	179	15	15
1129	000CBE64	3	9144	船	240	165	254	179	15	15
1130	000CBE70	3	9146	詮	0	180	14	194	15	15
1131	000CBE7C	3	9148	践	15	180	29	194	15	15
1132	000CBE88	3	9149	選	30	180	44	194	15	15
1133	000CBE94	3	914D	閃	45	180	59	194	15	15
1134	000CBEA0	3	914E	鮮	60	180	74	194	15	15
1135	000CBEAC	3	914F	前	75	180	89	194	15	15
1136	000CBEB8	3	9150	善	90	180	104	194	15	15
1137	000CBEC4	3	9152	然	105	180	119	194	15	15
1138	000CBED0	3	9153	全	120	180	134	194	15	15
1139	000CBEDC	3	9156	膳	135	180	149	194	15	15
1140	000CBEE8	3	915F	狙	150	180	164	194	15	15
1141	000CBEF4	3	9162	礎	165	180	179	194	15	15
1142	000CBF00	3	9166	素	180	180	194	194	15	15
1143	000CBF0C	3	9167	組	195	180	209	194	15	15
1144	000CBF18	3	9168	蘇	210	180	224	194	15	15
1145	000CBF24	3	916A	阻	225	180	239	194	15	15
1146	000CBF30	3	916E	創	240	180	254	194	15	15
1147	000CBF3C	3	916F	双	0	195	14	209	15	15
1148	000CBF48	3	9171	倉	15	195	29	209	15	15
1149	000CBF54	3	9174	奏	30	195	44	209	15	15
1150	000CBF60	3	9177	層	45	195	59	209	15	15
1151	000CBF6C	3	917A	想	60	195	74	209	15	15
1152	000CBF78	3	917C	掃	75	195	89	209	15	15
1153	000CBF84	3	9180	操	90	195	104	209	15	15
1154	000CBF90	3	9181	早	105	195	119	209	15	15
1155	000CBF9C	3	9188	争	120	195	134	209	15	15
1156	000CBFA8	3	918A	相	135	195	149	209	15	15
1157	000CBFB4	3	918D	総	150	195	164	209	15	15
1158	000CBFC0	3	9195	装	165	195	179	209	15	15
1159	000CBFCC	3	9196	走	180	195	194	209	15	15
1160	000CBFD8	3	9197	送	195	195	209	209	15	15
1161	000CBFE4	3	919B	騒	210	195	224	209	15	15
1162	000CBFF0	3	919C	像	225	195	239	209	15	15
1163	000CBFFC	3	919D	増	240	195	254	209	15	15
1164	000CC008	3	919E	憎	0	210	14	224	15	15
1165	000CC014	3	919F	臓	15	210	29	224	15	15
1166	000CC020	3	91A2	造	30	210	44	224	15	15
1167	000CC02C	3	91A4	側	45	210	59	224	15	15
1168	000CC038	3	91A7	息	60	210	74	224	15	15
1169	000CC044	3	91A8	捉	75	210	89	224	15	15
1170	000CC050	3	91A9	束	90	210	104	224	15	15
1171	000CC05C	3	91AA	測	105	210	119	224	15	15
1172	000CC068	3	91AB	足	120	210	134	224	15	15
1173	000CC074	3	91AC	速	135	210	149	224	15	15
1174	000CC080	3	91AE	属	150	210	164	224	15	15
1175	000CC08C	3	91B0	族	165	210	179	224	15	15
1176	000CC098	3	91B1	続	180	210	194	224	15	15
1177	000CC0A4	3	91B6	存	195	210	209	224	15	15
1178	000CC0B0	3	91B7	孫	210	210	224	224	15	15
1179	000CC0BC	3	91B8	尊	225	210	239	224	15	15
1180	000CC0C8	3	91B9	損	240	210	254	224	15	15
1181	000CC0D4	3	91BA	村	0	225	14	239	15	15
1182	000CC0E0	3	91BC	他	15	225	29	239	15	15
1183	000CC0EC	3	91BD	多	30	225	44	239	15	15
1184	000CC0F8	3	91BE	太	45	225	59	239	15	15
1185	000CC104	3	91C5	打	60	225	74	239	15	15
1186	000CC110	3	91CA	駄	75	225	89	239	15	15
1187	000CC11C	3	91CC	体	90	225	104	239	15	15
1188	000CC128	3	91CE	対	105	225	119	239	15	15
1189	000CC134	3	91CF	耐	120	225	134	239	15	15
1190	000CC140	3	91D1	帯	135	225	149	239	15	15
1191	000CC14C	3	91D2	待	150	225	164	239	15	15
1192	000CC158	3	91D4	態	165	225	179	239	15	15
1193	000CC164	3	91D6	替	180	225	194	239	15	15
1194	000CC170	3	91DD	貸	195	225	209	239	15	15
1195	000CC17C	3	91DE	退	210	225	224	239	15	15
1196	000CC188	3	91DF	逮	225	225	239	239	15	15
1197	000CC194	3	91E0	隊	240	225	254	239	15	15
1198	000CC1A0	3	91E3	代	0	240	14	254	15	15
1199	000CC1AC	3	91E4	台	15	240	29	254	15	15
1200	000CC1B8	3	91E5	大	30	240	44	254	15	15
1201	000CC1C4	3	91E6	第	45	240	59	254	15	15
1202	000CC1D0	3	91E8	題	60	240	74	254	15	15
1203	000CC1DC	3	91EE	宅	75	240	89	254	15	15
1204	000CC1E8	3	91F0	択	90	240	104	254	15	15
1205	000CC1F4	3	91F2	沢	105	240	119	254	15	15
1206	000CC200	3	9240	叩	120	240	134	254	15	15
1207	000CC20C	3	9242	達	135	240	149	254	15	15
1208	000CC218	3	9244	奪	150	240	164	254	15	15
1209	000CC224	3	9245	脱	165	240	179	254	15	15
1210	000CC230	3	924E	誰	180	240	194	254	15	15
1211	000CC23C	3	9250	単	195	240	209	254	15	15
1212	000CC248	3	9253	担	210	240	224	254	15	15
1213	000CC254	3	9254	探	225	240	239	254	15	15
1214	000CC260	3	9255	旦	240	240	254	254	15	15
1215	000CC26C	4	925A	短	0	0	14	14	15	15
1216	000CC278	4	925B	端	15	0	29	14	15	15
1217	000CC284	4	9261	誕	30	0	44	14	15	15
1218	000CC290	4	9262	鍛	45	0	59	14	15	15
1219	000CC29C	4	9263	団	60	0	74	14	15	15
1220	000CC2A8	4	9265	弾	75	0	89	14	15	15
1221	000CC2B4	4	9266	断	90	0	104	14	15	15
1222	000CC2C0	4	9269	段	105	0	119	14	15	15
1223	000CC2CC	4	926A	男	120	0	134	14	15	15
1224	000CC2D8	4	926B	談	135	0	149	14	15	15
1225	000CC2E4	4	926C	値	150	0	164	14	15	15
1226	000CC2F0	4	926D	知	165	0	179	14	15	15
1227	000CC2FC	4	926E	地	180	0	194	14	15	15
1228	000CC308	4	9270	恥	195	0	209	14	15	15
1229	000CC314	4	9273	痴	210	0	224	14	15	15
1230	000CC320	4	9275	置	225	0	239	14	15	15
1231	000CC32C	4	9276	致	240	0	254	14	15	15
1232	000CC338	4	9277	蜘	0	15	14	29	15	15
1233	000CC344	4	9278	遅	15	15	29	29	15	15
1234	000CC350	4	927A	築	30	15	44	29	15	15
1235	000CC35C	4	9283	茶	45	15	59	29	15	15
1236	000CC368	4	9285	着	60	15	74	29	15	15
1237	000CC374	4	9286	中	75	15	89	29	15	15
1238	000CC380	4	9287	仲	90	15	104	29	15	15
1239	000CC38C	4	9288	宙	105	15	119	29	15	15
1240	000CC398	4	928B	昼	120	15	134	29	15	15
1241	000CC3A4	4	928D	注	135	15	149	29	15	15
1242	000CC3B0	4	928E	虫	150	15	164	29	15	15
1243	000CC3BC	4	9296	猪	165	15	179	29	15	15
1244	000CC3C8	4	9298	著	180	15	194	29	15	15
1245	000CC3D4	4	92A1	庁	195	15	209	29	15	15
1246	000CC3E0	4	92A3	張	210	15	224	29	15	15
1247	000CC3EC	4	92A6	懲	225	15	239	29	15	15
1248	000CC3F8	4	92A7	挑	240	15	254	29	15	15
1249	000CC404	4	92A9	朝	0	30	14	44	15	15
1250	000CC410	4	92AA	潮	15	30	29	44	15	15
1251	000CC41C	4	92AC	町	30	30	44	44	15	15
1252	000CC428	4	92AE	聴	45	30	59	44	15	15
1253	000CC434	4	92B2	調	60	30	74	44	15	15
1254	000CC440	4	92B4	超	75	30	89	44	15	15
1255	000CC44C	4	92B7	長	90	30	104	44	15	15
1256	000CC458	4	92B9	鳥	105	30	119	44	15	15
1257	000CC464	4	92BC	直	120	30	134	44	15	15
1258	000CC470	4	92C3	津	135	30	149	44	15	15
1259	000CC47C	4	92C7	追	150	30	164	44	15	15
1260	000CC488	4	92C9	痛	165	30	179	44	15	15
1261	000CC494	4	92CA	通	180	30	194	44	15	15
1262	000CC4A0	4	92CB	塚	195	30	209	44	15	15
1263	000CC4AC	4	92DE	釣	210	30	224	44	15	15
1264	000CC4B8	4	92E1	低	225	30	239	44	15	15
1265	000CC4C4	4	92E2	停	240	30	254	44	15	15
1266	000CC4D0	4	92E8	定	0	45	14	59	15	15
1267	000CC4DC	4	92E9	帝	15	45	29	59	15	15
1268	000CC4E8	4	92EA	底	30	45	44	59	15	15
1269	000CC4F4	4	92ED	弟	45	45	59	59	15	15
1270	000CC500	4	92EF	抵	60	45	74	59	15	15
1271	000CC50C	4	92F1	提	75	45	89	59	15	15
1272	000CC518	4	92F6	程	90	45	104	59	15	15
1273	000CC524	4	9345	摘	105	45	119	59	15	15
1274	000CC530	4	9347	敵	120	45	134	59	15	15
1275	000CC53C	4	9349	的	135	45	149	59	15	15
1276	000CC548	4	934B	適	150	45	164	59	15	15
1277	000CC554	4	934F	徹	165	45	179	59	15	15
1278	000CC560	4	9350	撤	180	45	194	59	15	15
1279	000CC56C	4	9353	鉄	195	45	209	59	15	15
1280	000CC578	4	9356	天	210	45	224	59	15	15
1281	000CC584	4	9357	展	225	45	239	59	15	15
1282	000CC590	4	9358	店	240	45	254	59	15	15
1283	000CC59C	4	935C	貼	0	60	14	74	15	15
1284	000CC5A8	4	935D	転	15	60	29	74	15	15
1285	000CC5B4	4	935F	点	30	60	44	74	15	15
1286	000CC5C0	4	9360	伝	45	60	59	74	15	15
1287	000CC5CC	4	9361	殿	60	60	74	74	15	15
1288	000CC5D8	4	9363	田	75	60	89	74	15	15
1289	000CC5E4	4	9364	電	90	60	104	74	15	15
1290	000CC5F0	4	9366	吐	105	60	119	74	15	15
1291	000CC5FC	4	936B	徒	120	60	134	74	15	15
1292	000CC608	4	936E	渡	135	60	149	74	15	15
1293	000CC614	4	936F	登	150	60	164	74	15	15
1294	000CC620	4	9372	途	165	60	179	74	15	15
1295	000CC62C	4	9373	都	180	60	194	74	15	15
1296	000CC638	4	9377	努	195	60	209	74	15	15
1297	000CC644	4	9378	度	210	60	224	74	15	15
1298	000CC650	4	9379	土	225	60	239	74	15	15
1299	000CC65C	4	937A	奴	240	60	254	74	15	15
1300	000CC668	4	937B	怒	0	75	14	89	15	15
1301	000CC674	4	937C	倒	15	75	29	89	15	15
1302	000CC680	4	9381	刀	30	75	44	89	15	15
1303	000CC68C	4	9385	套	45	75	59	89	15	15
1304	000CC698	4	9386	宕	60	75	74	89	15	15
1305	000CC6A4	4	9387	島	75	75	89	89	15	15
1306	000CC6B0	4	938A	投	90	75	104	89	15	15
1307	000CC6BC	4	938B	搭	105	75	119	89	15	15
1308	000CC6C8	4	938C	東	120	75	134	89	15	15
1309	000CC6D4	4	9390	盗	135	75	149	89	15	15
1310	000CC6E0	4	9396	当	150	75	164	89	15	15
1311	000CC6EC	4	9399	等	165	75	179	89	15	15
1312	000CC6F8	4	939A	答	180	75	194	89	15	15
1313	000CC704	4	939D	統	195	75	209	89	15	15
1314	000CC710	4	939E	到	210	75	224	89	15	15
1315	000CC71C	4	93A2	討	225	75	239	89	15	15
1316	000CC728	4	93A4	豆	240	75	254	89	15	15
1317	000CC734	4	93A6	逃	0	90	14	104	15	15
1318	000CC740	4	93A7	透	15	90	29	104	15	15
1319	000CC74C	4	93AA	頭	30	90	44	104	15	15
1320	000CC758	4	93AC	闘	45	90	59	104	15	15
1321	000CC764	4	93AD	働	60	90	74	104	15	15
1322	000CC770	4	93AE	動	75	90	89	104	15	15
1323	000CC77C	4	93AF	同	90	90	104	104	15	15
1324	000CC788	4	93B0	堂	105	90	119	104	15	15
1325	000CC794	4	93B1	導	120	90	134	104	15	15
1326	000CC7A0	4	93B9	道	135	90	149	104	15	15
1327	000CC7AC	4	93BE	得	150	90	164	104	15	15
1328	000CC7B8	4	93C1	特	165	90	179	104	15	15
1329	000CC7C4	4	93C6	独	180	90	194	104	15	15
1330	000CC7D0	4	93C7	読	195	90	209	104	15	15
1331	000CC7DC	4	93CA	凸	210	90	224	104	15	15
1332	000CC7E8	4	93CB	突	225	90	239	104	15	15
1333	000CC7F4	4	93CD	届	240	90	254	104	15	15
1334	000CC800	4	93D8	豚	0	105	14	119	15	15
1335	000CC80C	4	93DE	奈	15	105	29	119	15	15
1336	000CC818	4	93E0	内	30	105	44	119	15	15
1337	000CC824	4	93E4	謎	45	105	59	119	15	15
1338	000CC830	4	93EF	難	60	105	74	119	15	15
1339	000CC83C	4	93F1	二	75	105	89	119	15	15
1340	000CC848	4	93F7	肉	90	105	104	119	15	15
1341	000CC854	4	93FA	日	105	105	119	119	15	15
1342	000CC860	4	93FC	入	120	105	134	119	15	15
1343	000CC86C	4	9443	任	135	105	149	119	15	15
1344	000CC878	4	9446	認	150	105	164	119	15	15
1345	000CC884	4	944C	猫	165	105	179	119	15	15
1346	000CC890	4	944E	年	180	105	194	119	15	15
1347	000CC89C	4	944F	念	195	105	209	119	15	15
1348	000CC8A8	4	9453	粘	210	105	224	119	15	15
1349	000CC8B4	4	9459	悩	225	105	239	119	15	15
1350	000CC8C0	4	945A	濃	240	105	254	119	15	15
1351	000CC8CC	4	945B	納	0	120	14	134	15	15
1352	000CC8D8	4	945C	能	15	120	29	134	15	15
1353	000CC8E4	4	945D	脳	30	120	44	134	15	15
1354	000CC8F0	4	9467	波	45	120	59	134	15	15
1355	000CC8FC	4	9468	派	60	120	74	134	15	15
1356	000CC908	4	946A	破	75	120	89	134	15	15
1357	000CC914	4	946E	馬	90	120	104	134	15	15
1358	000CC920	4	9470	廃	105	120	119	134	15	15
1359	000CC92C	4	9473	敗	120	120	134	134	15	15
1360	000CC938	4	9474	杯	135	120	149	134	15	15
1361	000CC944	4	9477	背	150	120	164	134	15	15
1362	000CC950	4	9479	輩	165	120	179	134	15	15
1363	000CC95C	4	947A	配	180	120	194	134	15	15
1364	000CC968	4	947B	倍	195	120	209	134	15	15
1365	000CC974	4	9483	買	210	120	224	134	15	15
1366	000CC980	4	9484	売	225	120	239	134	15	15
1367	000CC98C	4	9492	白	240	120	254	134	15	15
1368	000CC998	4	9496	薄	0	135	14	149	15	15
1369	000CC9A4	4	9499	漠	15	135	29	149	15	15
1370	000CC9B0	4	949A	爆	30	135	44	149	15	15
1371	000CC9BC	4	94AA	八	45	135	59	149	15	15
1372	000CC9C8	4	94AD	発	60	135	74	149	15	15
1373	000CC9D4	4	94AF	髪	75	135	89	149	15	15
1374	000CC9E0	4	94B1	罰	90	135	104	149	15	15
1375	000CC9EC	4	94B2	抜	105	135	119	149	15	15
1376	000CC9F8	4	94BB	判	120	135	134	149	15	15
1377	000CCA04	4	94BC	半	135	135	149	149	15	15
1378	000CCA10	4	94BD	反	150	135	164	149	15	15
1379	000CCA1C	4	94C0	搬	165	135	179	149	15	15
1380	000CCA28	4	94C2	板	180	135	194	149	15	15
1381	000CCA34	4	94C5	版	195	135	209	149	15	15
1382	000CCA40	4	94C6	犯	210	135	224	149	15	15
1383	000CCA4C	4	94CA	般	225	135	239	149	15	15
1384	000CCA58	4	94CC	販	240	135	254	149	15	15
1385	000CCA64	4	94CD	範	0	150	14	164	15	15
1386	000CCA70	4	94D1	飯	15	150	29	164	15	15
1387	000CCA7C	4	94D4	番	30	150	44	164	15	15
1388	000CCA88	4	94DE	彼	45	150	59	164	15	15
1389	000CCA94	4	94DF	悲	60	150	74	164	15	15
1390	000CCAA0	4	94E0	扉	75	150	89	164	15	15
1391	000CCAAC	4	94E1	批	90	150	104	164	15	15
1392	000CCAB8	4	94E4	比	105	150	119	164	15	15
1393	000CCAC4	4	94E6	疲	120	150	134	164	15	15
1394	000CCAD0	4	94ED	被	135	150	149	164	15	15
1395	000CCADC	4	94EF	費	150	150	164	164	15	15
1396	000CCAE8	4	94F1	非	165	150	179	164	15	15
1397	000CCAF4	4	94F2	飛	180	150	194	164	15	15
1398	000CCB00	4	94F5	備	195	150	209	164	15	15
1399	000CCB0C	4	94F6	尾	210	150	224	164	15	15
1400	000CCB18	4	94F7	微	225	150	239	164	15	15
1401	000CCB24	4	94FC	美	240	150	254	164	15	15
1402	000CCB30	4	9541	柊	0	165	14	179	15	15
1403	000CCB3C	4	9543	匹	15	165	29	179	15	15
1404	000CCB48	4	954B	必	30	165	44	179	15	15
1405	000CCB54	4	9553	百	45	165	59	179	15	15
1406	000CCB60	4	9557	標	60	165	74	179	15	15
1407	000CCB6C	4	9558	氷	75	165	89	179	15	15
1408	000CCB78	4	955B	票	90	165	104	179	15	15
1409	000CCB84	4	955C	表	105	165	119	179	15	15
1410	000CCB90	4	9560	描	120	165	134	179	15	15
1411	000CCB9C	4	9561	病	135	165	149	179	15	15
1412	000CCBA8	4	9562	秒	150	165	164	179	15	15
1413	000CCBB4	4	9569	品	165	165	179	179	15	15
1414	000CCBC0	4	9571	敏	180	165	194	179	15	15
1415	000CCBCC	4	9573	不	195	165	209	179	15	15
1416	000CCBD8	4	9574	付	210	165	224	179	15	15
1417	000CCBE4	4	9576	夫	225	165	239	179	15	15
1418	000CCBF0	4	9577	婦	240	165	254	179	15	15
1419	000CCBFC	4	9578	富	0	180	14	194	15	15
1420	000CCC08	4	957A	布	15	180	29	194	15	15
1421	000CCC14	4	957C	怖	30	180	44	194	15	15
1422	000CCC20	4	957E	敷	45	180	59	194	15	15
1423	000CCC2C	4	9581	普	60	180	74	194	15	15
1424	000CCC38	4	9582	浮	75	180	89	194	15	15
1425	000CCC44	4	9583	父	90	180	104	194	15	15
1426	000CCC50	4	9589	負	105	180	119	194	15	15
1427	000CCC5C	4	958E	侮	120	180	134	194	15	15
1428	000CCC68	4	9590	武	135	180	149	194	15	15
1429	000CCC74	4	9591	舞	150	180	164	194	15	15
1430	000CCC80	4	9594	部	165	180	179	194	15	15
1431	000CCC8C	4	9595	封	180	180	194	194	15	15
1432	000CCC98	4	9597	風	195	180	209	194	15	15
1433	000CCCA4	4	959A	伏	210	180	224	194	15	15
1434	000CCCB0	4	959B	副	225	180	239	194	15	15
1435	000CCCBC	4	959C	復	240	180	254	194	15	15
1436	000CCCC8	4	959D	幅	0	195	14	209	15	15
1437	000CCCD4	4	959E	服	15	195	29	209	15	15
1438	000CCCE0	4	95A0	腹	30	195	44	209	15	15
1439	000CCCEC	4	95A1	複	45	195	59	209	15	15
1440	000CCCF8	4	95A5	払	60	195	74	209	15	15
1441	000CCD04	4	95A7	仏	75	195	89	209	15	15
1442	000CCD10	4	95A8	物	90	195	104	209	15	15
1443	000CCD1C	4	95AA	分	105	195	119	209	15	15
